id,code,name,prefecture,address,tel,corporation,director,established,bed_type_and_count,facility_type,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24
408.0,24-3033-0 / 北歯33,山口歯科診療室,〒037－0305,北津軽郡中泊町大字中里字亀山４７３－１,0173-57-2015,山口　錬,山口　錬 / 新規 / 令6. 2. 12,昭51. 2. 12,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

409.0,24-3048-8 / 北歯48,諏訪歯科,〒038－3661,北津軽郡板柳町大字福野田字増田１８－３,0172-73-3919,諏訪　琢也,諏訪　琢也 / 新規 / 令4. 7. 1,昭61. 7. 1,歯 / 現存,診療所,,,,,,,,,,,,,

410.0,24-3049-6 / 北歯49,久米田歯科矯正歯科医院,〒038－3661,北津軽郡板柳町大字福野田字実田８４－２,0172-73-4488,久米田　俊次,久米田　俊次 / 新規 / 令4. 12. 15,昭61. 12. 15,歯　小歯　矯歯 / 現存,診療所,,,,,,,,,,,,,

411.0,24-3050-4 / 北歯50,工藤八歯科医院,〒038－3662,北津軽郡板柳町大字板柳字土井１０８－２,0172-72-1172,工藤　勝久,工藤　勝久 / 新規 / 令4. 4. 15,平元. 4. 15,歯 / 現存,診療所,,,,,,,,,,,,,

412.0,24-3055-3 / 北歯55,久米田歯科,〒038－3621,北津軽郡板柳町大字五林平字三宅１１－１,0172-77-3230,久米田　譲,久米田　譲 / 新規 / 令5. 8. 1,平2. 8. 1,歯 / 現存,診療所,,,,,,,,,,,,,

413.0,24-3056-1 / 北歯56,中田歯科医院,〒038－3503,北津軽郡鶴田町大字鶴田字早瀬１８２－５,0173-22-5577,医療法人　中田歯科医院　理事長　中田　一穂,中田　一穂 / 組織変更 / 令5. 9. 1,平5. 9. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

414.0,24-3060-3 / 北歯60,ゆみこ歯科クリニック,〒037－0305,北津軽郡中泊町大字中里字亀山４２５－２,0173-69-1020,古川　由美子,古川　由美子 / 新規 / 令3. 12. 15,平9. 12. 15,歯 / 現存,診療所,,,,,,,,,,,,,

415.0,24-3061-1 / 北歯61,なかじま歯科クリニック,〒038－3503,北津軽郡鶴田町大字鶴田字相原１７,0173-23-1230,中嶋　庸晃,中嶋　庸晃 / 新規 / 令4. 6. 15,平10. 6. 15,歯 / 現存,診療所,,,,,,,,,,,,,

416.0,24-3070-2 / 北歯070,たけだ歯科医院,〒038－3662,青森県北津軽郡板柳町大字板柳字土井３６１番地２,0172-72-0404,武田　信洋,武田　信洋 / 交代 / 令元. 10. 1,令元. 10. 1,歯　小歯　矯歯　歯外 / 現存,診療所,,,,,,,,,,,,,

417.0,24-3071-0 / 北歯071,医療法人社団鶴陽会　坂本歯科クリニック,〒038－3503,北津軽郡鶴田町大字鶴田字鷹ノ尾９番地７,0173-26-1182,医療法人社団鶴陽会　理事長　坂本　麗輔,坂本　麗輔 / 組織変更 / 令7. 4. 1,令7. 4. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

418.0,25-3049-3 / 上歯49,久保田歯科医院,〒039－2661,上北郡東北町字上笹橋１６－８,0175-63-2418,久保田　誠,久保田　誠 / 移動 / 令4. 9. 1,昭52. 9. 1,歯 / 現存,診療所,,,,,,,,,,,,,

419.0,25-3052-7 / 上歯52,第２久保田歯科,〒039－3131,上北郡野辺地町字野辺地８６－１,0175-64-0167,久保田　束,久保田　束 / 新規 / 令5. 1. 1,昭56. 1. 1,歯 / 現存,診療所,,,,,,,,,,,,,

420.0,25-3054-3 / 上歯54,沼山歯科医院,〒039－2405,上北郡東北町上北南三丁目３２－５５４,0176-56-3957,沼山　助直,沼山　助直 / 新規 / 令5. 10. 1,昭56. 10. 1,歯 / 現存,診療所,,,,,,,,,,,,,

421.0,25-3058-4 / 上歯58,中村歯科医院,〒039－2371,上北郡六戸町大字犬落瀬字後田５２－４８,0176-55-3945,中村　國雄,中村　國雄 / 新規 / 令6. 9. 15,昭57. 9. 15,歯 / 現存,診療所,,,,,,,,,,,,,

422.0,25-3076-6 / 上歯76,あらと歯科クリニック,〒039－2827,上北郡七戸町字森ノ上２１４－２,0176-68-3411,新渡　尊仁,新渡　尊仁 / 交代 / 令5. 2. 1,平2. 2. 1,歯 / 現存,診療所,,,,,,,,,,,,,

423.0,25-3077-4 / 上歯77,医療法人　奥寺歯科医院,〒039－2371,上北郡六戸町大字犬落瀬字若宮２－３,0176-55-3456,医療法人　奥寺歯科医院　理事長　奥寺　紀智,奥寺　紀智 / 組織変更 / 令5. 11. 1,平2. 11. 1,歯 / 現存,診療所,,,,,,,,,,,,,

424.0,25-3080-8 / 上歯80,医療法人　宮澤歯科医院,〒039－3131,上北郡野辺地町字野辺地７５－２,0175-64-3166,医療法人　宮澤歯科医院　理事長　宮澤　雅,宮澤　雅 / 組織変更 / 令6. 2. 1,平3. 2. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

425.0,25-3083-2 / 上歯83,かくたま歯科医院,〒039－3131,上北郡野辺地町字野辺地１１６－１,0175-64-4180,伊藤　真,伊藤　真 / 新規 / 令4. 12. 15,平4. 12. 15,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

426.0,25-3086-5 / 上歯86,高田歯科医院,〒039－2512,上北郡七戸町字笊田１３－２,0176-62-4182,高田　眞一,高田　眞一 / 新規 / 令4. 12. 15,平4. 12. 15,歯 / 現存,診療所,,,,,,,,,,,,,

427.0,25-3089-9 / 上歯89,あとむら歯科医院,〒039－2189,上北郡おいらせ町青葉１－５０－１５０２,0176-50-1817,後村　誠,後村　誠 / 新規 / 令6. 4. 15,平9. 4. 15,歯 / 現存,診療所,,,,,,,,,,,,,

428.0,25-3092-3 / 上歯92,のさか歯科医院,〒039－3131,上北郡野辺地町字野辺地２７９－１,0175-64-8241,野坂　庸子,野坂　庸子 / 新規 / 令4. 8. 1,平10. 8. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

429.0,25-3093-1 / 上歯93,とがしデンタルクリニック,〒039－4301,上北郡六ヶ所村大字泊字川原７５－８１,0175-77-3350,富樫　洋介,富樫　洋介 / 新規 / 令4. 9. 15,平10. 9. 15,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

430.0,25-3095-6 / 上歯95,めとき歯科医院,〒039－2189,上北郡おいらせ町青葉５－５０－２０４２,0176-50-0202,目時　亨,目時　亨 / 新規 / 令6. 1. 1,平12. 1. 1,歯 / 現存,診療所,,,,,,,,,,,,,

431.0,25-3096-4 / 上歯96,鈴晃歯科医院,〒039－3131,上北郡野辺地町字野辺地２８－４,0175-64-8108,鈴木　晃,鈴木　晃 / 移動 / 令7. 5. 21,平13. 5. 21,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

432.0,25-3102-0 / 上歯102,近藤医院歯科,〒039－3131,上北郡野辺地町野辺地字野辺地１－４２,0175-64-2645,近藤　麿史,近藤　麿史 / 移動 / 令2. 11. 15,平14. 11. 15,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

433.0,25-3104-6 / 上歯104,スマイル歯科,〒039－2222,上北郡おいらせ町下前田６２－１,0178-52-5454,今北　将人,今北　将人 / 新規 / 令4. 6. 1,平16. 6. 1,歯 / 現存,診療所,,,,,,,,,,,,,

434.0,25-3105-3 / 上歯105,小松ヶ丘歯科医院,〒033－0074,上北郡六戸町小松ケ丘三丁目７７－１０７６,0176-51-7890,成田　正樹,成田　正樹 / 新規 / 令4. 9. 1,平16. 9. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

435.0,25-3107-9 / 上歯107,かみきたデンタルクリニック,〒039－2406,上北郡東北町旭北一丁目３１－９０,0176-56-4681,医療法人　桜青会　理事長　上松　丈裕,上松　丈裕 / 組織変更 / 令6. 9. 1,平18. 9. 1,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

436.0,25-3108-7 / 上歯108,橋本歯科医院,〒039－4145,上北郡横浜町字寺下２２－１,0175-78-6264,橋本　梓,橋本　梓 / 交代 / 令5. 1. 1,平23. 1. 1,歯 / 現存,診療所,,,,,,,,,,,,,

437.0,25-3109-5 / 上歯109,山松歯科クリニック,〒039－2525,上北郡七戸町字七戸２９１番１,0176-62-9085,山田　典男,山田　典男 / 新規 / 令5. 4. 1,平23. 4. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

438.0,25-3110-3 / 上歯110,小川歯科,〒039－2525,上北郡七戸町字七戸３２４番５,0176-58-6480,小川　武史,小川　武史 / 新規 / 令5. 11. 1,平23. 11. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

439.0,25-3113-7 / 上歯113,医療法人　木村歯科医院,〒039－2224,上北郡おいらせ町下明堂１番地８,0178-52-7707,医療法人木村歯科医院　理事長　木村　英敏,木村　緑 / 組織変更 / 令3. 5. 1,平27. 5. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

440.0,25-3114-5 / 上歯114,工藤医院　歯科,〒039－2407,上北郡東北町旭南１丁目３１－８０４,0176-56-2229,工藤　省子,工藤　省子 / 交代 / 令3. 10. 23,平27. 10. 23,歯 / 現存,診療所,,,,,,,,,,,,,

441.0,25-3116-0 / 上歯116,昆歯科医院,〒039－2225,上北郡おいらせ町上明堂８２,0178-52-5611,昆　麻子,昆　麻子 / 交代 / 令5. 2. 1,平29. 2. 1,歯 / 現存,診療所,,,,,,,,,,,,,

442.0,25-3117-8 / 上歯117,久保田歯科医院,〒039－3212,上北郡六ヶ所村尾駮字野附７０５－４７,0175-72-2020,久保田　徹,久保田　徹 / 交代 / 令7. 3. 8,平31. 3. 8,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

443.0,25-3118-6 / 上歯118,もりやま歯科,〒039－2667,青森県上北郡東北町字膳前４１－１０,0175-63-2238,森山　祐子,森山　祐子 / 新規 / 令元. 10. 1,令元. 10. 1,歯 / 現存,診療所,,,,,,,,,,,,,

444.0,25-3119-4 / 上歯119,かみきたデンタルクリニックのへじ矯正小児歯科,〒039－3141,青森県上北郡野辺地町字鳴沢３６－１,0175-64-6605,医療法人桜青会　理事長　上松　丈裕,三上　晃太郎 / 交代 / 令2. 2. 1,令2. 2. 1,歯　小歯　矯歯 / 現存,診療所,,,,,,,,,,,,,

445.0,25-3120-2 / 上歯120,やはば歯科クリニック,〒039－2112,青森県上北郡おいらせ町中野平４０－１（イオンモール下田内）,0178-50-3199,矢幅　比呂嗣,矢幅　比呂嗣 / 交代 / 令2. 2. 1,令2. 2. 1,歯 / 現存,診療所,,,,,,,,,,,,,

446.0,26-3019-4 / 下歯19,あらまき歯科医院,〒039－4224,下北郡東通村大字白糠字前田９－１１,0175-46-2777,荒蒔　正邦,荒蒔　正邦 / 新規 / 令5. 7. 1,平8. 7. 1,歯 / 現存,診療所,,,,,,,,,,,,,

447.0,26-3025-1 / 下歯25,東通村歯科診療室,〒039－4222,下北郡東通村大字砂子又字沢内９番地４,0175-48-2778,東通村長,荒蒔　正邦 / 新規 / 令3. 7. 1,平21. 7. 1,歯 / 現存,診療所,,,,,,,,,,,,,

448.0,26-3026-9 / 下歯26,ちよや歯科クリニック,〒039－4601,下北郡大間町大字大間字大間平２８－２１,0175-32-1184,千代谷　良子,千代谷　良子 / 新規 / 令3. 11. 1,平21. 11. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

449.0,26-3027-7 / 下歯27,国民健康保険　佐井歯科診療所,〒039－4711,下北郡佐井村大字佐井字大佐井１１４－１,0175-38-2261,一部事務組合下北医療センター　管理者　山本　知也,坂井　寛征 / 移動 / 令6. 4. 1,平24. 4. 1,歯 / 現存,診療所,,,,,,,,,,,,,

450.0,27-3047-3 / 三歯47,成田歯科医院,〒039－1559,三戸郡五戸町字下大町１２－１,0178-62-2387,成田　ホウ,茂呂　信彦 / 新規 / 令5. 1. 8,昭44. 1. 8,歯 / 現存,診療所,,,,,,,,,,,,,

451.0,27-3070-5 / 三歯70,乗上歯科医院,〒039－0201,三戸郡田子町大字田子字田子６１,0179-32-4567,乘上　功,乘上　功 / 新規 / 令5. 4. 1,昭59. 4. 1,歯 / 現存,診療所,,,,,,,,,,,,,

452.0,27-3085-3 / 三歯85,千葉歯科医院,〒039－0105,三戸郡南部町大字沖田面字千刈６２－２,0179-34-3310,医療法人　千葉歯科医院　理事長　千葉　誠,千葉　誠 / 組織変更 / 令6. 2. 1,平3. 2. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

453.0,27-3088-7 / 三歯88,石亀歯科医院,〒039－0201,三戸郡田子町大字田子字田子３４－１,0179-32-2264,医療法人　一心会　理事長　石亀　照造,和田　憲志 / 組織変更 / 令6. 11. 1,平3. 11. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

454.0,27-3091-1 / 三歯91,山口歯科医院,〒039－1534,三戸郡五戸町字荒町１５－１,0178-62-3568,山口　登,山口　登 / 交代 / 令4. 11. 1,平4. 11. 1,歯 / 現存,診療所,,,,,,,,,,,,,

455.0,27-3103-4 / 三歯103,柏崎歯科　階上診療所,〒039－1201,三戸郡階上町大字道仏字耳ヶ吠３－５３７,0178-80-1182,柏崎　秀一,櫻田　京子 / 新規 / 令5. 1. 1,平11. 1. 1,歯 / 現存,診療所,,,,,,,,,,,,,

456.0,27-3104-2 / 三歯104,蒼前歯科医院,〒039－1212,三戸郡階上町蒼前西七丁目９ー１０７２,0178-80-1188,蛇口　義光,蛇口　義光 / 新規 / 令5. 4. 15,平11. 4. 15,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

457.0,27-3106-7 / 三歯106,北村歯科医院,〒039－0141,三戸郡三戸町大字川守田字沖中３－２,0179-22-0320,北村　和典,北村　和典 / 新規 / 令6. 8. 1,平12. 8. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

458.0,27-3108-3 / 三歯108,松尾歯科医院,〒039－0135,三戸郡三戸町八日町５３－２,0179-22-2963,松尾　將之,松尾　將之 / 交代 / 令2. 8. 1,平14. 8. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

459.0,27-3114-1 / 三歯114,医療法人　夏堀デンタルクリニック　南部診療所,〒039－0802,三戸郡南部町大字苫米地字町中２２,0178-60-1111,医療法人　夏堀デンタルクリニック　理事長　夏堀　礼二,鈴木　啓之 / 組織変更 / 令2. 1. 1,平20. 1. 1,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

460.0,27-3115-8 / 三歯115,ふなこし歯科医院,〒039－1501,三戸郡五戸町大字上市川字高田８番１,0178-68-3530,船越　朋輝,船越　朋輝 / 新規 / 令3. 11. 1,平21. 11. 1,歯 / 現存,診療所,,,,,,,,,,,,,

461.0,27-3116-6 / 三歯116,あこう歯科医院　階上歯科診療所,〒039－1201,三戸郡階上町大字道仏字榊山１０番地２１５,0178-89-2955,医療法人　恵心会　理事長　赤穂　和広,久保田　珠美 / 新規 / 令4. 7. 1,平22. 7. 1,歯 / 現存,診療所,,,,,,,,,,,,,

462.0,27-3117-4 / 三歯117,さとうデンタルクリニック,〒039－0135,三戸郡三戸町大字八日町１９－１,0179-22-1711,佐藤　綾香,佐藤　綾香 / 交代 / 令7. 4. 1,平25. 4. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

463.0,27-3118-2 / 三歯118,イナムラ歯科医院,〒039－0502,三戸郡南部町大字下名久井字如来堂６番１０,0178-76-1717,稲村　裕之,稲村　裕之 / 新規 / 令元. 11. 1,平25. 11. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

464.0,27-3122-4 / 三歯122,中村歯科医院,〒039－0612,三戸郡南部町大字剣吉字桜場１－４,0178-75-0611,中村　純子,中村　純子 / 交代 / 令5. 3. 16,平29. 3. 16,歯 / 現存,診療所,,,,,,,,,,,,,

465.0,27-3123-2 / 三歯123,松尾歯科,〒039－1536,青森県三戸郡五戸町愛宕後２６番１４,0178-62-7055,医療法人トリプルウィン　理事長　松尾　紘吾,松尾　紘吾 / 組織変更 / 令2. 3. 1,令2. 3. 1,歯　歯外 / 現存,診療所,,,,,,,,,,,,,

466.0,27-3124-0 / 三歯124,医療法人　小村歯科医院,〒039－1515,三戸郡五戸町字熊ノ沢２５－６,0178-62-5121,医療法人小村歯科医院　理事長　小村　圭介,小村　圭介 / 移動 / 令3. 5. 1,令3. 5. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,
